,지역(대),지역(소),매장명,테마명,장르,난이도,시간,오픈일,최소인원,최대인원,메인사진,예약URL,내용,인원,추천율,유저_난이도,유저_활동성,유저_공포도
118,경기/인천,고양,더도어즈이스케이프,영웅을 찾아서,역사,3,60,2017.4.10,2,5,http://thedoorsescape.com/upload/theme/theme52474_0.jpg,http://thedoorsescape.com/reserve/?theme=S23EPW5P,"대한민국 의열단으로 독립투사들을 수호하는 정예집단의 일원인 당신.
대한민국의 독립을 앞둔 어느 날,
당신은 서대문 형무소 지하 감옥에 우리의 영웅들이 이감되어 있다는 소식을 듣게 된다.
과연 영웅들을 구하고 대한민국의 독립을 이뤄나갈 수 있을 것인가?",1,0,0,0,0
119,경기/인천,고양,더도어즈이스케이프,향수-공포삭제 ver.,기타,4,60,2017.5,2,5,http://thedoorsescape.com/upload/theme/theme52535_0.jpg,http://thedoorsescape.com/reserve/?theme=CX9KXA2H,"세계적으로 유명한 향수 가게를 방문한 당신은 향수를 구경하던 중 갑자기 정신을 잃고 만다.
정신을 차려보니 손발은 묶여 있는 채로 방 안에 갇혀 있다는 것을 알게 된다.
어두컴컴한 조명과 불쾌한 약품 냄새... 아무래도 당장 이 곳을 나가야만 할 것 같다..!",0,0,0,0,0
120,경기/인천,고양,더도어즈이스케이프,who are you?(후 아 유),스릴러,3,60,2017.4.10,2,5,http://thedoorsescape.com/upload/theme/theme52337_0.jpg,http://thedoorsescape.com/reserve/?theme=16N36OKQ,"즐거운 마음으로 일행들과 함께 등산을 떠난 당신.
길도 잃고 날도 저물어 지쳐갈 때 즈음, 저 멀리 아늑해 보이는 산장을 발견한다.
산장에 머물기로 결정하고 들어가는데.. 갑자기 문이 닫혀 산장에 갇히게 된다.
이 산장의 주인은 누구이며, 무엇이 숨겨져 있는 것일까?",0,0,0,0,0
121,경기/인천,고양,더도어즈이스케이프,광호반점,감성,3,60,2017.11.4,2,5,http://thedoorsescape.com/upload/theme/theme11693_0.jpg,http://thedoorsescape.com/reserve/?theme=H12ICGP3,"아버지와 떨어져 지낸지 10여년만에 어느날 나에게 전달된 편지한통..
아버지가 위독하시다는 연락... 한번 가봐야 하는걸까?
그렇게 나는 아버지를 보러 광호반점으로 향했다.",0,0,0,0,0
122,경기/인천,고양,더도어즈이스케이프,나홀로 집에,코미디,4,60,2017.12.22,2,5,http://thedoorsescape.com/upload/theme/theme52593_0.jpg,http://thedoorsescape.com/reserve/?theme=JEL90Z3Z,"한 대부호의 별장에 '500억 다이아몬드' 가 있다는 소문이 있더군..
수많은 도둑들이 그 500억 다이아몬드를 훔치려 잠입했지만 단 한명도 성공하지 못하고 모두 실패 했지...
최고의 도둑인 우리 싹쓸이파가 이 기회를 놓칠 수 없잖아?
크리스마스 이브 밤, 500억 다이아몬드를 훔치기 위해 우리가 나선다!!",0,0,0,0,0
123,경기/인천,고양,더도어즈이스케이프,위대하게 은밀하게,잠입/탈출,4,60,2017.12.13,2,5,http://thedoorsescape.com/upload/theme/theme54642_0.jpg,http://thedoorsescape.com/reserve/?theme=96R2CX8G,"뛰어난 남한간첩 S씨는 북한의 핵폭탄 발사 계획보고 이후 갑작스레 소식이 끊겨 버리고 만다.
결국 남한에선 그의 행방과 북한의 계획을 알아내기 위해 잠입단을 보내기로 결정한다.
잠입단의 일원으로 발탁된 당신. 주어진 1시간 안에 모든 정보를 빼와야 한다.",0,0,0,0,0
124,경상,부산,더락이스케이프 경성대점,우리집에 왜 왔니,공포,4,60,2019.11,1,6,https://naverbooking-phinf.pstatic.net/20191118_7/1574066088410mCpW8_PNG/%BF%EC%B8%AE%C1%FD%BF%A1%BF%D6%BF%D4%B4%CF.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/263451/items/3168982,"새집으로 이사한 첫날. 우리 가족은 기쁜 마음에 잠자리에 들지만, 갑자기 의문의 소리에 놀라 잠에서 깬다.
알 수 없는 소리와 함께 기이한 현상이 일어나고 우리들을 공포 속으로 몰아넣기 시작했다.
집 밖으로 도망치려 하지만 어떤 힘에 의해 집 밖으로 나갈 수도 없게 되었다.
이 집에서 무슨 일이 있었던 걸까...
우리는 과연 이 집에서 나갈 수 있을까?",0,0,0,0,0
125,경상,부산,더락이스케이프 경성대점,오리엔트 특급열차 살인사건,추리,3,60,2019.11,1,4,https://naverbooking-phinf.pstatic.net/20191118_5/1574066010946irwxT_PNG/%BF%C0%B8%AE%BF%A3%C5%BB%C6%AF%B1%DE%BF%AD%C2%F7%BB%EC%C0%CE%BB%E7%B0%C7.png?type=ff1242_816,https://booking.naver.com/booking/12/bizes/263451/items/3168972,"친구들과 오리엔탈 특급을 타고 여행을 하게 됐다.
하지만 즐거움도 잠시 우리들이 있는 객실칸에서 연쇄살인사건이 일어나기 시작한다.
설상가상 기차는 폭설로 고산지대에 멈춰버리고, 통신기도 모두 불통상태...
우리가 있는 열차칸의 문도 열리지 않는다.
열차는 예약자 외에는 들어올 수 없다. 그럼 이 열차칸에 있는 사람 중 한 명이 연쇄살인범.
열차에 갇힌 상태에서 살인은 계속되고 있다. 구조대가 올 때까지 기다리기엔 시간이 없다.
연쇄살인범에게 당하기 전에 이 열차에서 도망쳐야 한다",0,0,0,0,0
126,경상,부산,더락이스케이프 경성대점,편의점을 털어라,잠입/탈출,5,60,2018.9.21,1,6,https://naverbooking-phinf.pstatic.net/20190902_26/1567410064423YaOc1_PNG/%C6%ED%C0%C7%C1%A1%C0%BB%C5%D0%BE%EE%B6%F3.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/263451/items/3168955,"T편의점 어딘가에 거액의 금괴가 감춰져있다는 소문이 돌기 시작한다.
금괴를 훔치러 들어갔지만 성공한 이가 아무도 없고 금괴를 훔치러간 이 중에는 행방이 묘연해 지기도 한다.
당신은 최고의 금고털이범이 되어 완전 범죄를 노린다.
자신만만하게 T편의점에 들어가는 것까지는 성공하지만 들어가는 순간 보안에 의해 갇히고 만다.
이제 어쩔 수없이 금고를 털어서 나가야 한다.
하지만 하나, 둘 금고에 다다를수록 엄청난 비밀이 밝혀지는데...
60분안에 금고를 털어 금괴를 들고 무사히 빠져나올 수 있을까?",0,0,0,0,0
127,경상,부산,더락이스케이프 경성대점,미스터리 동호회-산장편-,스릴러,3,60,2019.11,1,4,https://naverbooking-phinf.pstatic.net/20191118_21/1574065885621Bt3Sw_PNG/%B9%CC%BD%BA%C5%CD%B8%AE%B5%BF%C8%A3%C8%B8.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/263451/items/3168918,"우리들은 미제사건을 파헤치는 미스터리 동호회 회원이다.
미제사건으로 은행강도사건을 파헤치던 중 단서를 찾게 된다.
범인들이 훔친 보물을 어느 산장에 감추어 놓았다는 것이다.
그 산장을 찾아 나서는 순간부터 누군가가 우리를 미행하기 시작한다.
산장을 찾는데 성공. 하지만 우리를 미행하던 사람들도 산장으로 오고 있다.
미행하던 사람들의 정체를 알게 된 순간 그들은 우리들을 죽일 것이라는 것을 알게 된다.
그들을 피해 보물을 가지고 탈출해야 한다.",0,0,0,0,0
128,경상,부산,더락이스케이프 경성대점,선과 칠호의 행방불명,판타지,4,60,2019.2.21,1,4,https://naverbooking-phinf.pstatic.net/20190902_241/1567410283100YDiDg_PNG/%BC%B1%B0%FA%C4%A5%C8%A3.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/263451/items/3168957,"시골로 이사 가던 날, 목적지에 다다를때쯤 우리 가족은 경치가 좋은 곳에서 잠깐 쉬어가기로 한다.
경치를 구경하며 이곳저곳을 구경하던 중 이상한 터널을 발견하게 된다.
'아빠, 들어가지 마요' 라고 말하지만 벌써 모두 터널 안으로 빨려들어가듯 그 터널 안으로 들어가고 그곳은 인간에겐 금지된 세계...
맛있는 음식에 홀린듯 부모님은 음식을 먹더니 돼지가 돼 버리고.
음식 옆 팻말에는 '인간은 절대 이 음식을 먹지마라.
인간이 이 음식을 먹고 한 시간이 지나면 영원히 인간이 될 수 없다.
한 시간이 지나기 전에 다시 터널을 빠져 나가야 인간으로 돌아갈 수 있다.' 라고 적혀있다.
'형 무서워', '칠호야 걱정마, 우리 꼭 엄마, 아빠를 구해서 다시 인간의 세계로 돌아가자'",0,0,0,0,0
129,경상,부산,더락이스케이프 부산대점,루시드 드리밍,미스터리,4,60,2019.5,1,4,https://naverbooking-phinf.pstatic.net/20190513_247/1557734185108mleDn_JPEG/%B7%E7%BD%C3%B5%E5%B5%E5%B8%AE%B9%D6.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/237839/items/3068707,"당신은 이사를 하면서부터 같은 꿈을 매일 꾸게 된다.
매일 꾸는 꿈으로",0,0,0,0,0
130,경상,부산,더락이스케이프 부산대점,의뢰인,범죄,3,60,2019.5,1,4,https://naverbooking-phinf.pstatic.net/20190513_8/1557733192225xWvBl_JPEG/KakaoTalk_20190513_110641897.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/237839/items/3068671,"당신은 유명한 사립탐정이다.
어느 날 누군가 자신을 납치하려고 한다는 의뢰를 받고
의뢰인의 집을 찾아갔는데 의뢰인은 없고 쪽지 한 장이 놓여져 있었다.
범인이 남긴 쪽지에는 1시간 안에 돈을 가져오지 않으면
의뢰인을 살해한다는 내용이 적혀있었다.
의뢰인의 숨겨놓은 돈을 찾아 납치된 의뢰인을 구하라.",0,0,0,0,0
131,경상,부산,더락이스케이프 부산대점,최후의 만찬,스릴러,4,60,2019.5,1,4,https://naverbooking-phinf.pstatic.net/20190513_205/15577342324769GSeG_JPEG/%C3%D6%C8%C4%C0%C7%B8%B8%C2%F9.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/237839/items/3068710,"유명한 맛집블로거 k의 집으로 식사 초대를 받은 당신은
그 집에 도착한 순간 이상한 느낌을 받는다
그가 차린 음식은 인육으로 만든 음식이였다.
'어떻게 하지?'
알고 보니 그는 인육을 먹는 살인범...
그가 수면제가 든 술을 권했고 거절할 수 없었던 당신은
먹는 척을 하고 기절한 것처럼 연기한다.
당신이 잠이 든 줄 안 k는 살인의식을 준비하러 자리를 비운다.
지체할 시간이 없다 그가 오기 전에 여기서 탈출해야 한다.",0,0,0,0,0
132,경상,부산,더락이스케이프 부산대점,절대반지의 비밀,판타지,3,60,2019.5,1,4,https://naverbooking-phinf.pstatic.net/20190514_288/1557790306844W09OQ_PNG/%C0%FD%B4%EB%B9%DD%C1%F6%C0%C7_%BA%F1%B9%D0.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/237839/items/3068691,"전설에 의하면 어둠의 힘이 깃들어져 있는 절대반지가 있다고 한다.
악의 무리들이 그 반지를 손에 넣으려고 한다.
반지원정대를 결성한 당신들은 1000년에 딱 한번, 1시간만 열린다는 문으로
들어가자 신비한 세계와 마주하게 되고
신비한 세계에 도착한 당신들은 절대반지를 찾아 나서는데....
악의 무리가 반지를 찾기 전 당신들이 먼저 사수하여
문이 닫히기 전에 다시 돌아가야한다.",0,0,0,0,0
133,경상,부산,더락이스케이프 부산대점,하울의 안 움직이는 성,판타지,4,60,2019.5,1,4,https://naverbooking-phinf.pstatic.net/20190513_187/1557733538892sqFKJ_JPEG/%C7%CF%BF%EF.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/237839/items/3069040,"나는 마법사를 도와주어 나쁜 마녀에게
저주를 받아 노인이 되었다.
마법사의 집에 들어가 저주를 풀 수 있는 방법을 찾아야한다.
신기한 게 많지만 눈 돌릴 시간이 없다.
어서 빨리 저주를 풀지 못하면 영원히 할머니가 되고 만다.
저주를 풀고 이 집에서 나갈 수 있을까?",1,0,0,0,0
134,경상,부산,더락이스케이프 하단점,괴도루팡의 예고장,범죄,3,60,2022.9.19,1,4,https://naverbooking-phinf.pstatic.net/20220913_149/1663029276509wrSrr_PNG/%B1%AB%B5%B5%B7%E7%C6%CE%C0%C7_%BF%B9%B0%ED%C0%E5.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/762346/items/4609344,"나는 괴도 루팡의 후손이다. 정의로운 도둑으로 악당들이 훔쳐간 세계적인 보석을 주인에게 돌려주는 일을 하고 있다.
비밀리에 물건들이 오고가는 경매장에 오늘 18세기 여왕의 핑크다이아몬드가 나올 예정이라는 정보를 입수.
경매가 된다면 또 다시 영영 찾을 수 없게 된다. 핑크다이아몬드를 찾아 무사히 경매장을 탈출해야한다.",0,0,0,0,0
135,경상,부산,더락이스케이프 하단점,부비트랩,미스터리,3,60,2022.9.19,1,4,https://naverbooking-phinf.pstatic.net/20220913_73/166302966225876Fva_PNG/%BA%CE%BA%F1%C6%AE%B7%A6.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/762346/items/4609353,"전세계에서 폭탄테러가 일어났다. 다른 곳에 있는 폭탄은 모두 해체되었고 하지만 안심할 수 없다.
테러범이 설치한 마지막 폭탄이 있다는 걸 알게 되고 그 폭탄이 있는 장소에 도착한 순간 폭탄의 타이머가 작동하기 시작했다..
우리는 함정에 빠진 것이다. 폭탄을 해체하고 탈출하라.",0,0,0,0,0
136,경상,부산,더락이스케이프 하단점,미스테리 동호회(정신병원 편),공포,4,60,2022.9.19,1,4,https://naverbooking-phinf.pstatic.net/20220913_53/1663029773638yLLQa_PNG/%B9%CC%BD%BA%C5%CD%B8%AE%B5%BF%C8%A3%C8%B8_%C1%A4%BD%C5%BA%B4%BF%F8%C6%ED.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/762346/items/4609355,"우리들은 미제사건을 파헤치는 미스터리 동호회 회원이다.
이상정신병원 실종사건은 10대들만 실종되었던 미제사건이다.
이때 병원장이 용의자로 지목이 되었지만 병원장도 현재 실종된 사건이다.
이 사건을 풀기 위해 정신병원에 들어갔다. 그 순간 모든 문이 잠기고 나갈 수가 없다.
사건의 진실을 알아내고 무사히 이곳을 빠져나가야 한다.",0,0,0,0,0
137,경상,부산,더락이스케이프 하단점,마녀의 숨겨진 약,판타지,4,60,2022.9.19,1,4,https://naverbooking-phinf.pstatic.net/20220913_252/1663029864903xiRgL_PNG/%B8%B6%B3%E0%C0%C7_%BC%FB%B0%DC%C1%F8_%B9%B0%BE%E0.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/762346/items/4609359,"산에서 길을 잃어버렸다. 찾아도 길이 나오지 않아 이리저리 뛰어다니다 집 한 채를 발견했다.
느낌이 이상했지만 추운 나머지 들어가서 둘러보다가 목이 말라 테이블에 있던 음료를 마셨는데 장난감이 되었다.
알고보니 여긴 사람들이 조심하라고 말했던 마녀의 집이였다.
마녀의 집 어딘가에 분명 인간으로 돌아가는 약이 있을 거야
마녀가 돌아오기 전에 약을 찾아 다시 인간이 되어 마녀의 집을 탈출해야한다.",1,0,0,0,0
138,경상,부산,더락이스케이프 하단점,벙커,미스터리,4,60,2022.9.19,1,4,https://naverbooking-phinf.pstatic.net/20220913_270/1663029947681EbyXC_PNG/%BA%A1%C4%BF.png?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/762346/items/4609363,"미스테리 건축설계로 유명한 L의 벙커를 우연히 발견하여 호기심에 이끌려 들어간 순간
보안 시스템에 의해 벙커의 출입구가 닫혀버렸다.
벙커의 산소유지장치 마저 고장나버리고 남아있는 산소는 겨우 60분.
미스테리한 이곳을 빠져 나갈 방법을 찾아 60분안에 벙커의 출구를 찾아서 탈출하라.",0,0,0,0,0
139,전라,순천,더리얼 방탈출카페,스토커,스릴러,4,60,2016.12.2,1,5,https://naverbooking-phinf.pstatic.net/20220110_105/1641780163798qzl25_JPEG/KakaoTalk_20220107_213444403_06.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/638554/items/4253364?area=plt,"사이코패스 스토커는 쭉 지켜봐온 당신의 연인을 자신의 방에 가두고 있다.
스토커의 타켓이 되어 납치되어 감금된 당신의 소중한 사람을
잠깐 자리를 비운 스토커의 감시망을 피해 무사히 구출할 수 있을까?
스토커로부터 제한된 시간 안에 애인을 데리고 탈출 할 수 있을까...",0,0,0,0,0
140,전라,순천,더리얼 방탈출카페,마법사의 세계,판타지,4,60,2018.1,1,5,https://naverbooking-phinf.pstatic.net/20220110_70/1641780103874zqt3I_JPEG/KakaoTalk_20220107_213444403_04.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/638554/items/4253363?area=plt,"6대 현자들의 제자였던 당신은 마을의 여자들을 납치해 돌로 만들어 버린다는 암흑 마법사의 소식을 듣게 된다.
암흑 마법사의 처단을 위해 6명의 스승님들이 여행을 떠나지만 이내 소식이 끊어져 버리고 만다
당신은 스승님들의 복수를 위해 암흑 마법사를 찾아 나서고 암흑 마법사의 연구실을 발견하게 되는데.
암흑마법사의 계획을 저지하고 스승님들의 복수를 해야한다",0,0,0,0,0
141,전라,순천,더리얼 방탈출카페,저주받은 집,공포 스릴러,4,60,2016.12.2,1,5,https://naverbooking-phinf.pstatic.net/20220110_183/1641780043321x6Rlo_JPEG/KakaoTalk_20220107_213444403_02.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/638554/items/4253362?area=plt,"집세가 싸다는 부동산업자의 말에 혹해서 한 번 둘러보게 된 낡은 집.
하지만 그 집은 마귀들린 아이와 야반도주한 가족에 대한 흉흉한 소문이 도는 폐가였다
뽀얗게 먼지가 앉은데다가 전기가 끊긴 지도 한참 되어보이는 어수선한 풍경,
돌아가야겠다며 현관문을 돌려봤지만 문은 열리지 않는데.......",0,0,0,0,0
142,전라,순천,더리얼 방탈출카페,도둑들,잠입/탈출,3,60,2018.1,1,5,https://naverbooking-phinf.pstatic.net/20220110_40/1641779709618eC1XC_JPEG/KakaoTalk_20220107_213444403.jpg?type=w1500_60_sharpen,https://booking.naver.com/booking/12/bizes/638554/items/4253348?area=plt,"유명화가의 희귀품만전시해서 그 가치가 높은 크라임 미술관,
이곳은 보안으로도 유명해 한번도 도둑맞은 적이 없다.
당신은 이곳을 털기위해 천재해커 빌리와 손을 잡게 되고 빌리가 한시간동안 경비 시스템을 마비 시킬 수 있다는데..
자 주어진 시간은 한시간! 미술관을 털어라!",0,0,0,0,0
143,서울,건대,더메이즈 건대점,락커룸,추리,4,60,2016.8.10,2,6,http://www.themazegd.co.kr/data/room/16.JPG,http://www.themazegd.co.kr/theme/themaze/03/res01.php,"결승전 마지막 원정 경기를 앞두고 훈련이 끝난 후
락커룸에서 준비를 하다가 깜빡 잠이 들어버렸다.

락커룸은 이용 시간이 끝나면 모든 문이 모두 잠겨버리는데...

한 시간 안에 탈출하지 못한다면
원정경기장으로 떠나는 비행기를 타지 못할 것이며,
마지막 경기에도 출전하지 못할 것이다.

분명 전에 관리자들이 자신들만 공유하는 방식으로
모든 문을 이용할 수 있다는 걸 들었었는데 생각이 잘 안 난다.
우리 팀과 연관이 많다는 것만 기억날 뿐…….

우리 팀 역사를 통틀어 이 영광스러운
두 번째 우승 기회를 놓치고 싶지 않다.",1,0,0,0,0
144,서울,건대,더메이즈 건대점,광해,역사,5,60,2016.8.10,2,6,http://www.themazegd.co.kr/data/room/18.JPG,http://www.themazegd.co.kr/theme/themaze/03/res01.php,"붕당정치로 인해 나라가 혼란하고
왕위를 둘러싼 권력 다툼이 끊이질 않던 광해군 8년.

자신의 목숨을 노리는 자들에 대한 두려움으로 인해
왕은 점점 난폭해지고 피폐해지기 시작한다.

'허균'은 왕을 대신할 대역을 세우게 되고
왕을 비밀 처소에 가두게 되는데...

이제 왕은 한 번도 사용한 적 없는 비밀 문을 통해
아무도 모르게 탈출하기로 한다.

과연 그는 이곳을 탈출해 왕으로 남을 수 있을 것인가!

",2,0,5,0,0
145,서울,건대,더메이즈 건대점,몬테,범죄,4.5,60,2016.8.10,2,6,http://www.themazegd.co.kr/data/room/17.JPG,http://www.themazegd.co.kr/theme/themaze/03/res01.php,"1845년, 장차 선장이 될 예정이었던
나는 사랑하는 약혼자와의 결혼을 목전에 두었으나

나의 약혼자를 마음에 두고 있었던 악당에 의해
살인 누명을 뒤집어쓰고 이 어둡고 컴컴한 지하 감옥에 투옥된다.

그렇게 투옥된 지 벌써 6년......

모든 것을 포기하고 남아 있던 복수심마저 꺼져버리려던 그때
늙은 신부는 나에게 탈출 방법을 알려주고는 죽어버린다.

간수들의 움직임, 감옥의 위치
그리고 조금씩 만들었던 비밀스러운 도구들까지...

드디어 오늘, 모든 준비가 끝났다.
나는 자정이 되는 순간 이곳을 탈출할 것이다!",1,0,0,0,0
146,서울,건대,더메이즈 건대점,남영동 1984,역사,3.5,60,2016.8.10,2,6,http://www.themazegd.co.kr/data/room/15.JPG,http://www.themazegd.co.kr/theme/themaze/03/res01.php,"국민들의 일거수일투족을 감시하고 검열하는 군부 독재가
온 나라를 지배하고 있던 1984년 어느 날,
민주화운동을 하고 있던 우리들은 경찰에 연행되고 만다.

처음부터 이 정도 일들은 각오해왔고,
한두 번 연행된 것도 아니었기에 별일 아닐 것이라 생각했다.

하지만 정체 모를 수상한 사람들에게 어딘가로 끌려가게 되고,
눈이 가려진 채 도착한 곳은 남영동 대공 분실 408호.
불순분자들을 축출해낸다는 명목으로 고문을 하던 곳이었다.

앞으로 남은 1시간.
그 시간이 지나면 수사관들에게
온갖 고문을 당하고 거짓 진술을 강요받을 것이다.

그 순간, 우리들은 민주화운동을 해오던 선배들에게
전설처럼 전해져왔던 대공 분실 비밀탈출구에 대한
이야기를 떠올려냈고 탈출하기로 결심한다!",1,0,0,0,0
147,서울,건대,더메이즈 건대점,(나쁜) 아기돼지 삼형제,코미디,3,60,2016.8.10,2,6,http://www.themazegd.co.kr/data/room/14.JPG,http://www.themazegd.co.kr/theme/themaze/03/res01.php,"옛날, 옛날에 아기 돼지 삼형제가 살았습니다.

삼형제는 자신 만의 집을 지었고,
그 집을 이용해 자신들을 잡으러 온 나쁜 늑대를 잡아버렸어요.

그 뒤로 몇 년 후,
의기양양해진 삼형제들은 점점 사악해져만 갔고,
하나둘 동네에 사는 늑대들을 괴롭혀서 쫓아내기 시작했어요.

늑대마을이 점차 황폐해져 가자
착한 늑대는 돼지들과 담판을 짓기 위해,
삼형제의 집으로 찾아갔습니다.

집에는 아무도 없었고, 문도 살짝 열려 있었어요.
착한 늑대가 집안으로 한 발 내딛는 순간!
그만 문이 쾅 하고 닫히고 말았습니다.
함정이란 걸 알아챘지만, 모든 문은 잠긴 후였어요.

우리의 착한 늑대는
나쁜 아기 돼지 삼형제의 집을
무사히 탈출할 수 있을까요?",0,0,0,0,0
148,서울,노원,더메이즈 노원점,Lost the Prince (로스트 더 프린스),모험,3.5,60,2016.12.15,2,6,http://themazenw.co.kr/data/room/11.png,http://themazenw.co.kr/theme/themaze/03/res01.php,"지긋지긋 한 일상을 마친 날 기다리는 건 시궁창과도 같은 집이다.

누구나 그렇듯 나는 매일 상상한다.
다음 생엔 돈 많고 멋진 귀족 집안에 태어나길!

나의 아버지는 누군지 모른다.
어머니는 나를 남겨두고 일찍 돌아가셨다.
그녀는 내가 아주 귀한 사람이라고 했는데, 내 꼴을 보니
그저 나를 위로하기 위한 어머니의 거짓말이었나보다.

부숴질 것 같은 문을 열자, 식탁 위에 못보던 게 놓여 있다.

“당신은 거지가 아닌 고귀한 혈통입니다.
어머니께서 남겨 놓으신 비밀을 따라 가다보면
진정한 신분을 확인 할 수 있습니다.""

뜬금없이 무슨 소리지? 정말 나에게 온 편지가 맞는 걸까?
고민할 거 있나, 더 이상 잃을 것도 없는 삶이기에
속는 셈치고 편지를 한 번 믿어 보기로 한다!",0,0,0,0,0
149,서울,노원,더메이즈 노원점,NO ONE (노 원),추리,4,60,2016.12.15,2,6,http://themazenw.co.kr/data/room/6.jpg,http://themazenw.co.kr/theme/themaze/03/res01.php,"약혼녀가 죽었다. 내 차 안에서, 나와 함께 하던 퇴근길에.
내 차를 덮친 트럭에서 내린 두 남자는 이렇게 말했다.

“2명의 연구원을 처리했습니다.”

나의 약혼녀는 '사무실로...'라는 말을 남긴 채 숨을 거두었다.
가까스로 정신을 차리고, 의문의 남자들의 시선을 피해 현장을 빠져 나왔다.

난 그녀가 남긴 말을 따라 사무실로 숨어 들었다.
그녀는 무엇을 말하고 싶었던 걸까?
우릴 헤치려 한 사람은 누구일까?

그들은 내가 사라진 걸 금방 눈치챌 것이다. 주어진 시간이 많지 않다.
불꺼진 사무실, 아무도 없는 이곳.

나는 살아서 이곳을 탈출할 수 있을까?",0,0,0,0,0
150,서울,노원,더메이즈 노원점,상계동 357-8,공포 스릴러,4,60,2016.12.15,2,6,http://themazenw.co.kr/data/room/7.jpg,http://themazenw.co.kr/theme/themaze/03/res01.php,"어릴 적 사고로 친부모님을 잃고 입양이 된 나는 어릴 적 기억이 없다.
나를 낳아주신 부모님이 어떤 사람인지 항상 궁금했지만,
주변에서 그 누구도 자세히 말해주지 않았다.
사고의 후유증인지 지금도 자주 악몽을 꾼다.

그러던 어느 날, 내 앞으로 이상한 편지가 도착했다.

“너의 과거가 궁금하지 않나?”

발신된 주소는 상계동 357-8.
편지의 발신지는 15년 전 비극적인 일가족 살인사건이 벌여졌던 곳인데.......
",0,0,0,0,0
151,서울,노원,더메이즈 노원점,Secret Room (시크릿 룸),판타지,3,60,2016.12.15,2,6,http://themazenw.co.kr/data/room/10.png,http://themazenw.co.kr/theme/themaze/03/res01.php,"귀하는 메이즈킹덤에 초대되셨습니다.
메이즈킹덤 안에는 여러 다른 모양의 방들이 존재하고 있습니다.
그 중에서도 아무도 본 적 없는 비밀의 방이 있다는 소문을 들어보셨을 텐데요,
오늘 특별히 당신께 그 비밀의 방을 찾을 수 있는 기회를 드리겠습니다.
단, 들어갈 때는 몰라도 마음대로 나올 수 없다는 점을 분명히 경고하겠습니다.
선택은 온전히 당신에게 달렸습니다.
이곳에 쓰여 있는 주소에 아무 때나 찾아와주시면 됩니다.
기다리고 있겠습니다.",0,0,0,0,0
152,서울,노원,더메이즈 노원점,탐정 인 뉴욕,추리,3.5,60,2016.12.15,2,6,http://themazenw.co.kr/data/room/8.jpg,http://themazenw.co.kr/theme/themaze/03/res01.php,"탐정 존 메이즈 시리즈’ 첫 번째 이야기!
어느 날 탐정 존 메이즈는 의문의 전화를 받는다.
뉴욕의 유명 변호사인 피터가 긴급 체포되었다는 것!
피터는 최근 뉴욕에서 벌어진 살인사건의 진범으로 잡혀 들어갔다는 것이다.
정체불명의 남자는 주소 하나를 알려준다.
그곳에 가면 피터의 누명을 벗길 수 있다는데.......

존 메이즈는 흔쾌히 '그렉'의 도전을 받아들인다.
탐정 존 메이즈는 그렉의 함정을 파헤치고 피터의 누명을 벗겨낼 수 있을 것인가!",1,0,0,0,0
153,서울,노원,더메이즈 노원점,상의원,역사,3,60,2018.2.15,2,6,http://themazenw.co.kr/data/room/9.png,http://themazenw.co.kr/theme/themaze/03/res01.php,"기생의 옷을 만들던 나의 실력이 왕과 왕비의 귀에까지 들어가고,
그들을 위해 만들어 바친 옷은 완벽하다는 평가를 받는다.

그렇게 왕의 옷을 짓는 상의원 자리를 하사받아 입궐하게 되고,
그 안에서 보지 말아야 할 왕의 비밀을 알게 되는데...",0,0,0,0,0
