지역(대),지역(소),매장명,테마명,장르,난이도,시간,내용,최소인원,최대인원,메인사진,예약URL,오픈일,추천율,인원,유저_난이도,유저_공포도,유저_활동성
서울,강남,룸즈에이 강남점,광야,역사,4,70,"1945년 8월 어느 스산한 경성의 밤,
한국광복군 소위인 당신은 접선 장소로 천천히 발걸음을 옮긴다.",2,5,http://roomsa.co.kr/upload_file/thema/maintheme(20).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S14&R_THEMA=Roomsa_R35,2020.9.30,3.7,23,3.5,0.2,1.63
서울,강남,룸즈에이 강남점,왕자님이 찾으십니다,판타지,5,70,"자네, 내 친구들이여. 오늘 밤 궁전으로 찾아와주게.",2,5,http://roomsa.co.kr/upload_file/thema/maintheme(21).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S14&R_THEMA=Roomsa_R36,2020.9.30,2.9,26,4.19,0.39,1.86
서울,강남,룸즈에이 강남점,집떡 묘선생,동화,3.5,60,"동물나라에서 당근 떡을 제일 잘 만드는, 집떡 묘선생!",2,4,http://roomsa.co.kr/upload_file/thema/%EC%9B%B9%EC%9A%A9-%ED%8F%AC%EC%8A%A4%ED%84%B0_%EB%AC%98%EC%84%A0%EC%83%9D.jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S14&R_THEMA=Roomsa_R51,2021.9.2,2.4,29,2.1,0.26,0.71
서울,강남,룸즈에이 강남점,테마 팩토리,?,5,70,"강남점에 설치된 아스무어에 문제가 다수 발견되고 있습니다.
조속히 확인 바랍니다.",2,4,http://roomsa.co.kr/upload_file/thema/%EC%9B%B9-%ED%8F%AC%EC%8A%A4%ED%84%B0-%EB%B3%80%ED%99%98%EC%9A%A9_%ED%85%8C%EB%A7%88%ED%8C%A9%ED%86%A0%EB%A6%AC.jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S14&R_THEMA=Roomsa_R52,2021.10.25,3.7,34,3.42,0,1.78
전라,광주,룸즈에이 광주상무점,띵가띵가,코미디,3,60,나는 맨날 빵점이다. 공부는 정말 싫다.,2,5,http://roomsa.co.kr/upload_file/thema/maintheme(24).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S16&R_THEMA=Roomsa_R39,2020.12.23,0,1,2.5,0,0
전라,광주,룸즈에이 광주상무점,아이돌 남친,로맨스 스릴러,4,60,내 사랑스러운 남자친구는 아이돌이다.,2,5,http://roomsa.co.kr/upload_file/thema/maintheme(17).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S16&R_THEMA=Roomsa_R32,2020.12.23,0,1,0,0,0
전라,광주,룸즈에이 광주상무점,그레이스 호텔,공포 스릴러,4,70,"- 야간 근무 직원 모집 (0명) -
GRACE HOTEL에서 오래도록 일하실 직원을 구합니다.
많은 지원 바랍니다.",2,5,http://roomsa.co.kr/upload_file/thema/maintheme(23).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S16&R_THEMA=Roomsa_R38,2020.12.23,0,0,0,0,0
전라,광주,룸즈에이 광주상무점,뜻밖의 여행,모험,3,60,"누구나 살면서 이루고 싶은 버킷리스트에 여행이 빠지지 않는다.
아버지와의 관계가 소원해지기 전부터, 나 역시 세계 여행을 꿈꾸고 있었다.
그런데, 내가 꾸던 여행의 꿈이 이렇게 갑자기 시작될 줄은 몰랐다.",2,5,http://roomsa.co.kr/upload_file/thema/maintheme(6).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S16&R_THEMA=Roomsa_R21,2020.12.23,0,1,0,0,0
전라,광주,룸즈에이 광주상무점,이상한 돈가스,코미디,4,60,포도알 스티커를 다 모으면 엄마가 맛있는 돈가스를 사준대!,2,5,http://roomsa.co.kr/upload_file/thema/maintheme(18).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S16&R_THEMA=Roomsa_R33,2020.12.23,2.5,4,0,0,0
전라,광주,룸즈에이 광주상무점,이 소리 저만 들리나요?,판타지,4,60,"아직 능력을 발견 못한 요정인 나.
친구들은 다들 능력을 찾기 시작했는데 오늘도 난 목장에 아르바이트를 하러간다. 휴...",2,5,http://roomsa.co.kr/upload_file/thema/maintheme(28).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S16&R_THEMA=Roomsa_R46,2021.3.10,1.25,4,0,0,0
전라,광주,룸즈에이 광주상무점,커밍순,드라마,4,60,당신에게도 이루고 싶은 꿈이 있나요?,2,5,http://roomsa.co.kr/upload_file/thema/%EC%9B%B9%EC%9A%A9-%ED%8F%AC%EC%8A%A4%ED%84%B0_%EC%BB%A4%EB%B0%8D%EC%88%9C_0228(1).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S16&R_THEMA=Roomsa_R45,2021.3.2,2.5,2,0,0,0
전라,광주,룸즈에이 광주상무점,멍사탕,코미디 판타지,4,60,포도알 스티커를 다 모으면 엄마가 맛있는 돈가스를 사준대!,2,5,http://roomsa.co.kr/upload_file/thema/%EC%9B%B9%EC%9A%A9-%ED%8F%AC%EC%8A%A4%ED%84%B0_%EB%A9%8D%EC%82%AC%ED%83%95.jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S16&R_THEMA=Roomsa_R49,2021.5.3,1.65,3,0,0,0
전라,광주,룸즈에이 광주상무점,전지적 작가시점,로맨스,4,60,??? : 작가님 ~ 마감이 코앞인데... 아직인가요? 큰.일.났.다.,2,5,http://roomsa.co.kr/upload_file/thema/%EC%9B%B9%EC%9A%A9-%ED%8F%AC%EC%8A%A4%ED%84%B0_%EC%A0%84%EC%A7%80%EC%A0%81-%EC%9E%91%EA%B0%80%EC%8B%9C%EC%A0%90.jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S16&R_THEMA=Roomsa_R48,2021.5.3,0,1,0,0,0
전라,광주,룸즈에이 광주수완점,너와 나의 이야기,감성,4,60,"너와 처음 만난 건, 달과 가장 가까운 골목길이었다.
박스 안에서 힘겹게 울음소리를 내던 네 모습을 아직 나는 기억한다.
이것은 너와의 처음부터 마지막까지를 다룬, 10년 동안의 이야기이다.",2,5,http://roomsa.co.kr/upload_file/thema/%EB%84%88%EC%99%80%20%EB%82%98%EC%9D%98%20%EC%9D%B4%EC%95%BC%EA%B8%B0.jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S9&R_THEMA=Roomsa_R13,2019.10.23,0,2,3,0,0
전라,광주,룸즈에이 광주수완점,히어로 아카데미,아케이드 액션,4,60,"어릴 적부터 나는 영화에서 나오는 슈퍼맨, 배트맨, 스파이더맨과 같은 영웅들이 어디엔가는 존재한다고 믿고, 그들을 동경해왔다.
나이가 들어서도 히어로를 꿈꾸는 나를 주변에서는 비웃었지만, 진정한 히어로는 그런 것 따위는 가볍게 무시할 수 있는 것이다.
그래서 나는 결심했다. 진짜 히어로가 되어 보이겠다고. 나는 히어로 아카데미를 졸업하고 히어로가 될 수 있을까?",2,5,http://roomsa.co.kr/upload_file/thema/%ED%9E%88%EC%96%B4%EB%A1%9C.jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S9&R_THEMA=Roomsa_R7,2019.10.23,0,1,0,0,0
전라,광주,룸즈에이 광주수완점,뽀득뽀득,코미디,5,60,우리 아빠는 술만 마시면 맨날 목욕탕에 가자고 한다. 목욕은 정말 싫다.,2,5,http://roomsa.co.kr/upload_file/thema/maintheme(26).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S9&R_THEMA=Roomsa_R42,2019.10.23,0,1,0,0,0
전라,광주,룸즈에이 광주수완점,시크릿 에이전트 (Secret Agent),잠입/탈출,4,60,"카디프에 위치해 있는 비밀안가.
양복점으로 운영 중이던 이곳이 적대 세력에 의해 공격 당하고 이곳을 관리하던 관리인 Merlin은 혼수 상태에 빠져버린다.
이 곳 어딘가에 일급 기밀 CD를 보관하는 장소가 있지만,
유일하게 비밀장소를 알고 있던 Merlin이 의식이 없기 때문에 요원들을 파견 하게 되는데...
일급 문서가 있는 CD를 찾아 사수하라!",2,5,http://roomsa.co.kr/upload_file/thema/maintheme(27).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S9&R_THEMA=Roomsa_R43,2019.10.23,0,1,0,0,0
전라,광주,룸즈에이 광주수완점,낭랑카페,판타지 감성,4,60,"낭랑 카페는 오랫동안 존재해 왔습니다.
즐거운 방랑 이라는 뜻을 가진 낭랑 카페는 여러분이 아주 깊은 고민을 하며 걷거나 사색에 잠겨 걷거나
그것도 아니라면 정말 아무런 생각없이 멍하니 걸을 때 여러분 앞에 나타납니다.
믿거나 말거나 나폴레옹이나 베토벤도 저희 낭랑 카페를 방문한 적이 있습니다.
그들이 어떤 고민을 안고 낭랑 카페의 문을 열었을지는 아무도 모르는 일입니다.
낭랑카페에는 종업원이 없습니다. 하지만 여러분은 종업원이 없이도 최고의 음료수를 맛볼 수 있죠.
자, 이 수수께끼로 가득한 낭랑카페를 이용해 보시겠어요? 아니면 그냥 지나치시겠습니까?",2,5,http://roomsa.co.kr/upload_file/thema/maintheme(25).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S9&R_THEMA=Roomsa_R41,2019.10.23,0,0,0,0,0
전라,광주,룸즈에이 광주수완점,요정들의 술집,코미디 판타지,3,60,"할머니가 나보다도 어렸을 때, 우리 마을 숲 속에서의 모험을 전해들은 적이 있다.
술과 짓궂은 장난을 좋아하는 요정들이 동물들과 숲 속에서 함께 살고 있고, 그들만의 술집이 있다는 것.
그런데 가끔, 우리 할머니처럼 숲 속에서 길을 잃었다가 우연히 이 술집에 발견하는 경우가 있다.
해가 뉘엿뉘엿 지는 저녁, 숲속을 산책하다가 신비한 불빛에 이끌려 내가 이 오두막을 발견한 것처럼.",2,5,http://roomsa.co.kr/upload_file/thema/%EC%9A%94%EC%A0%95%EB%93%A4%EC%9D%98%EC%88%A0%EC%A7%91.jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S9&R_THEMA=Roomsa_R6,2019.10.23,0,0,0,0,0
전라,광주,룸즈에이 광주수완점,방과후,공포 스릴러,4,70,"우리 학교 4층에 있는 미술실 옆 화장실은 들어갈 수 없게 잠겨져 있다.
오늘 방과 후, 늦은 밤에 우리는 수위 아저씨 몰래 4층에 올라가 보기로 했다.",2,5,http://roomsa.co.kr/upload_file/thema/maintheme(13).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S9&R_THEMA=Roomsa_R28,2019.11.20,0,0,0,0,0
경상,대구,룸즈에이 대구동성로 2호점,띵가띵가,코미디,3,60,나는 맨날 빵점이다. 공부는 정말 싫다.,2,7,http://roomsa.co.kr/upload_file/thema/maintheme(24).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S15&R_THEMA=Roomsa_R39,2020.10.27,5,21,0,0,0
경상,대구,룸즈에이 대구동성로 2호점,아이덴티티,코미디,4,70,"나 요원 D는 보스의 총애를 받는 귀염둥이 요원.
어느 날부턴가 보스가 나에게 어떠한 지령도 주지 않는 게 이상하다.
아무래도 보스를 찾아가 봐야 할 것 같다!",2,7,http://roomsa.co.kr/upload_file/thema/maintheme(22).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S15&R_THEMA=Roomsa_R37,2020.10.27,4.15,6,4,0,5
경상,대구,룸즈에이 대구동성로 2호점,그레이스 호텔,공포 스릴러,4,70,"- 야간 근무 직원 모집 (0명) -
GRACE HOTEL에서 오래도록 일하실 직원을 구합니다.
많은 지원 바랍니다.",2,7,http://roomsa.co.kr/upload_file/thema/maintheme(23).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S15&R_THEMA=Roomsa_R38,2020.11.22,3.2,11,4,2.5,1.5
경상,대구,룸즈에이 대구동성로 2호점,커밍순,드라마,4,60,당신에게도 이루고 싶은 꿈이 있나요?,2,7,http://roomsa.co.kr/upload_file/thema/%EC%9B%B9%EC%9A%A9-%ED%8F%AC%EC%8A%A4%ED%84%B0_%EC%BB%A4%EB%B0%8D%EC%88%9C_0228(1).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S15&R_THEMA=Roomsa_R45,2021.2.12,0,1,0,0,0
경상,대구,룸즈에이 대구동성로점,취중진담,감성,4,60,"이곳은 누군가의 과거로 가볼 수 있는 술집입니다.
칵테일 한 잔에 과거의 이야기를 알 수 있는 술집이라...
이곳을 찾은 손님들의 취중진담을 들어볼까요?",2,7,http://roomsa.co.kr/upload_file/thema/maintheme(15).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S10&R_THEMA=Roomsa_R30,2019.12.22,0,0,0,0,0
경상,대구,룸즈에이 대구동성로점,노블리스트,스릴러,4,70,"만년 작가 지망생 ‘송설’은 어느 날 BOOKS A 출판사에서 진행한 <연구소> 출간기념 이벤트에 당첨되어
평소 동경하던 유명한 소설 작가인 ‘노블’과의 식사권을 얻게 된다.
설레는 마음으로 그녀는 그를 만나러 가는데...",2,7,http://roomsa.co.kr/upload_file/thema/maintheme(14).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S10&R_THEMA=Roomsa_R29,2019.12.12,3.35,3,0,0,0
경상,대구,룸즈에이 대구동성로점,뽀득뽀득,코미디,4,60,우리 아빠는 술만 마시면 맨날 목욕탕에 가자고 한다. 목욕은 정말 싫다.,2,7,http://roomsa.co.kr/upload_file/thema/maintheme(7).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S10&R_THEMA=Roomsa_R22,2019.12.12,1.25,4,2.5,0,0
경상,대구,룸즈에이 대구동성로점,반짝반짝,잠입/탈출,4,60,반짝거리는 물건을 터는 대도. 오늘은 어떤 물건을 훔쳐볼까?,2,7,http://roomsa.co.kr/upload_file/thema/maintheme(16).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S10&R_THEMA=Roomsa_R31,2020.2.19,0,1,0,0,0
경상,대구,룸즈에이 대구동성로점,아이돌 남친,로맨스 스릴러,4,60,내 사랑스러운 남자친구는 아이돌이다.,2,7,http://roomsa.co.kr/upload_file/thema/maintheme(17).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S10&R_THEMA=Roomsa_R32,2020.2.8,0,0,0,0,0
충청,대전,룸즈에이 대전둔산점,뜻밖의 여행,모험,3,60,"누구나 살면서 이루고 싶은 버킷리스트에 여행이 빠지지 않는다.
아버지와의 관계가 소원해지기 전부터, 나 역시 세계 여행을 꿈꾸고 있었다.
그런데, 내가 꾸던 여행의 꿈이 이렇게 갑자기 시작될 줄은 몰랐다.",2,6,http://roomsa.co.kr/upload_file/thema/maintheme(30).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S8&R_THEMA=Roomsa_R62,2019.5.5,5,2,0,0,0
충청,대전,룸즈에이 대전둔산점,신의 여인들,추리,4,60,"폴란드의 한 수녀원에서 일어난 한 사건.
수녀의 방을 수색하러 들어간 조사원들은 감춰진 수녀원의 비밀에 대해서 알게 되는데..",2,6,http://roomsa.co.kr/upload_file/thema/maintheme(4).jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S8&R_THEMA=Roomsa_R19,2019.5.5,2.5,2,0,0,0
충청,대전,룸즈에이 대전둔산점,Secret Agent (시크릿 에이전트),잠입/탈출,4,60,"카디프에 위치해 있는 비밀안가.
양복점으로 운영 중이던 이곳이 적대 세력에 의해 공격 당하고 이곳을 관리하던 관리인 Merlin은 혼수 상태에 빠져버린다.
이 곳 어딘가에 일급 기밀 CD를 보관하는 장소가 있지만,
유일하게 비밀장소를 알고 있던 Merlin이 의식이 없기 때문에 요원들을 파견 하게 되는데...
일급 문서가 있는 CD를 찾아 사수하라!",2,6,http://roomsa.co.kr/upload_file/thema/%ED%82%B9%EC%8A%A4%EB%A7%A8.jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S8&R_THEMA=Roomsa_R1,2019.5.5,1.65,3,0,0,0
충청,대전,룸즈에이 대전둔산점,귀빈 (손님 대접),공포,4,60,"깊은 산속, 길을 헤매다 어느 초가집에 발길이 닿은 선비는 하룻밤 신세를 지기로 하는데..",2,6,http://roomsa.co.kr/upload_file/thema/%EC%9B%B9%EC%9A%A9-%ED%8F%AC%EC%8A%A4%ED%84%B0_%EA%B7%80%EB%B9%88.jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S8&R_THEMA=Roomsa_R60,2023.3.31,0,0,0,0,0
충청,대전,룸즈에이 대전둔산점,THINKABLE,기타,3,60,"극적인 대비, 어둠과 밝음. 가장 단순하고 깔끔한 흑과 백의 향연에 당신을 초대합니다.",2,6,http://roomsa.co.kr/upload_file/thema/%EC%94%BD%EC%BB%A4%EB%B8%94%20%ED%8F%AC%EC%8A%A4%ED%84%B0%20%EC%9B%B9.jpg,http://roomsa.co.kr/sub/sub04.asp?R_JIJEM=S8&R_THEMA=Roomsa_R63,2023.3.31,0,0,0,0,0
충청,대전,룸즈에이 대전은행점,히어로 아카데미,아케이드 액션,4,60,"어릴 적부터 나는 영화에서 나오는 슈퍼맨, 배트맨, 스파이더맨과 같은 영웅들이 어디엔가는 존재한다고 믿고, 그들을 동경해왔다.
나이가 들어서도 히어로를 꿈꾸는 나를 주변에서는 비웃었지만, 진정한 히어로는 그런 것 따위는 가볍게 무시할 수 있는 것이다.
그래서 나는 결심했다. 진짜 히어로가 되어 보이겠다고. 나는 히어로 아카데미를 졸업하고 히어로가 될 수 있을까?",2,5,http://www.roomsa.co.kr/upload_file/thema/%ED%9E%88%EC%96%B4%EB%A1%9C.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S4&R_THEMA=Roomsa_R7,2018.6.2,0,4,2.5,0,1.5
충청,대전,룸즈에이 대전은행점,낭랑카페,판타지 감성,3,60,"낭랑 카페는 오랫동안 존재해 왔습니다.
즐거운 방랑 이라는 뜻을 가진 낭랑 카페는 여러분이 아주 깊은 고민을 하며 걷거나 사색에 잠겨 걷거나
그것도 아니라면 정말 아무런 생각없이 멍하니 걸을 때 여러분 앞에 나타납니다.
믿거나 말거나 나폴레옹이나 베토벤도 저희 낭랑 카페를 방문한 적이 있습니다.
그들이 어떤 고민을 안고 낭랑 카페의 문을 열었을지는 아무도 모르는 일입니다.
낭랑카페에는 종업원이 없습니다. 하지만 여러분은 종업원이 없이도 최고의 음료수를 맛볼 수 있죠.
자, 이 수수께끼로 가득한 낭랑카페를 이용해 보시겠어요? 아니면 그냥 지나치시겠습니까?",2,5,http://www.roomsa.co.kr/upload_file/thema/%EB%82%AD%EB%9E%91%EC%B9%B4%ED%8E%98.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S4&R_THEMA=Roomsa_R4,2018.5.4,2.5,2,0,0,0
충청,대전,룸즈에이 대전은행점,기억술사,판타지 감성,4,60,"도시전설의 하나로 알려진 기억술사. 
사람들이 가진 나쁜 기억을 지워준다는 기억술사는
생김새, 만날 수 있는 장소, 기억을 지우는 방법에 대해 정확히 알려진 것 없이 소문만 무성하다.
누구나 만나고 싶어하지만 쉽게 찾을 수 없는 그, 혹은 그녀의 정체는 무엇일까?",2,5,http://www.roomsa.co.kr/upload_file/thema/%EA%B8%B0%EC%96%B5%EC%88%A0%EC%82%AC.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S4&R_THEMA=Roomsa_R8,2018.5.4,0,2,0,0,0
충청,대전,룸즈에이 대전은행점,안개꽃,감성 로맨스 드라마,4,60,"화가인 그가 내게서 떠나간지 어느덧 한 달, 나는 여전히 그와의 시간 속에 머물러 있다.
그리움과 원망을 가득 안고 골목길을 걷던 어느 날,
밤공기를 들이마시며 한 걸음씩 내딛던 나는 작은 골목길과는 어울리지 않는 전시관을 보게 되었다.
처음 보는 전시관이었지만 어디선가 그의 향기가 흘러나오는 듯 했고,
그 추억 속의 향기에 이끌려 전시회장 안으로 들어서게 되었다.",2,5,http://www.roomsa.co.kr/upload_file/thema/%EC%95%88%EA%B0%9C%EA%BD%83.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S4&R_THEMA=Roomsa_R2,2018.5.4,0,2,0,0,0
서울,대학로,룸즈에이 대학로점,Secret Agent (시크릿 에이전트),잠입/탈출,4,60,"카디프에 위치해 있는 비밀안가.
양복점으로 운영 중이던 이곳이 적대 세력에 의해 공격 당하고 이곳을 관리하던 관리인 Merlin은 혼수 상태에 빠져버린다.
이 곳 어딘가에 일급 기밀 CD를 보관하는 장소가 있지만,
유일하게 비밀장소를 알고 있던 Merlin이 의식이 없기 때문에 요원들을 파견 하게 되는데...
일급 문서가 있는 CD를 찾아 사수하라!",2,5,http://www.roomsa.co.kr/upload_file/thema/%ED%82%B9%EC%8A%A4%EB%A7%A8.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S1&R_THEMA=Roomsa_R1,2017.12.21,2.5,2,0,0,0
서울,대학로,룸즈에이 대학로점,Gain Time (게인 타임),SF,5,60,"가까운 미래, 인류는 사람들에게 남은 시간을 생체에너지로 바꾸어 운반하는 연구에 큰 성과를 내기 시작한다.
실험이 성공한다면 부자들은 영원히 죽지 않을 지도 모르는 일.
이 곳 시간 연구소는 큰 기대를 품고 연구의 마지막 단계에 와 있다.
그리고 마지막 실험체가 될지 모르는 나는 실험을 앞두고 내게 남은 대부분의 생체 시간을 빼앗겨 버렸다.
나에게는 꼭 살아 나가야 하는 이유가 있다. 이 곳에서 이렇게 죽을 수는 없다.",2,5,http://www.roomsa.co.kr/upload_file/thema/%EA%B2%8C%EC%9D%B8%ED%83%80%EC%9E%84.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S1&R_THEMA=Roomsa_R3,2017.12.21,0,2,0,0,0
서울,대학로,룸즈에이 대학로점,안개꽃,감성 로맨스 드라마,4,60,"화가인 그가 내게서 떠나간지 어느덧 한 달, 나는 여전히 그와의 시간 속에 머물러 있다.
그리움과 원망을 가득 안고 골목길을 걷던 어느 날,
밤공기를 들이마시며 한 걸음씩 내딛던 나는 작은 골목길과는 어울리지 않는 전시관을 보게 되었다.
처음 보는 전시관이었지만 어디선가 그의 향기가 흘러나오는 듯 했고,
그 추억 속의 향기에 이끌려 전시회장 안으로 들어서게 되었다.",2,5,http://www.roomsa.co.kr/upload_file/thema/%EC%95%88%EA%B0%9C%EA%BD%83.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S1&R_THEMA=Roomsa_R2,2017.12.21,0,3,4,0.05,0.1
서울,대학로,룸즈에이 대학로점,낭랑카페,판타지 감성,3,60,"낭랑 카페는 오랫동안 존재해 왔습니다.
즐거운 방랑 이라는 뜻을 가진 낭랑 카페는 여러분이 아주 깊은 고민을 하며 걷거나 사색에 잠겨 걷거나 그것도 아니라면 정말 아무런 생각없이 멍하니 걸을 때 여러분 앞에 나타납니다.
믿거나 말거나 나폴레옹이나 베토벤도 저희 낭랑 카페를 방문한 적이 있습니다.
그들이 어떤 고민을 안고 낭랑 카페의 문을 열었을지는 아무도 모르는 일입니다.
낭랑카페에는 종업원이 없습니다. 하지만 여러분은 종업원이 없이도 최고의 음료수를 맛볼 수 있죠.
자, 이 수수께끼로 가득한 낭랑카페를 이용해 보시겠어요? 아니면 그냥 지나치시겠습니까?",2,5,http://www.roomsa.co.kr/upload_file/thema/%EB%82%AD%EB%9E%91%EC%B9%B4%ED%8E%98.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S1&R_THEMA=Roomsa_R4,2018.1.20,2.85,7,2,0,1.5
서울,대학로,룸즈에이 대학로점,행방불냥,코미디,3,60,"고양이 돌보미 동아리 ‘캣홀릭’의 일원으로서의 첫 의뢰를 받은 나.
의뢰인의 집안 곳곳에는 집주인이 고양이를 얼마나 좋아하는지 알 수 있는 물건들이 보인다.
한참을 고양이와 관련된 물건을 살펴보던 중 느낀 뭔가 이상한 점.
이 집에 정작 돌볼 고양이가 보이지 않는다.
고양이 돌보미 최대의 위기! 내가 돌봐야할 고양이가 사라졌다!!",2,5,http://www.roomsa.co.kr/upload_file/thema/%ED%96%89%EB%B0%A9%EB%B6%88%EB%83%A5.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S1&R_THEMA=Roomsa_R5,2018.4.7,1,10,1.75,0,1.25
경상,대구,룸즈에이 동성로아카데미점,우당탕탕,기타,4,60,얌전히 있는 것은 너무 어려따.,2,6,http://www.roomsa.co.kr/upload_file/thema/%EC%9B%B9%EC%9A%A9-%ED%8F%AC%EC%8A%A4%ED%84%B0_%EC%9A%B0%EB%8B%B9%ED%83%95%ED%83%95.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S17&R_THEMA=Roomsa_R55,2022.4.6,2.85,7,3.25,0.5,0
경상,대구,룸즈에이 동성로아카데미점,필활,역사 잠입/탈출,4,70,"19세기 조선, 팔도에서 최고로 손꼽히는 민간 해결사로 유명했던 당신.
어느 날, 날벼락같이 들이닥친 포졸들에게 잡혀 궁 내의 감옥에 갇히게 된다.
무슨 죄로 잡혀온 지도 모르는 당신에게 한 통의 서신이 도착한다.",2,6,http://www.roomsa.co.kr/upload_file/thema/maintheme(2).jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S17&R_THEMA=Roomsa_R17,2022.4.6,4.15,6,2,0,0
경상,대구,룸즈에이 동성로아카데미점,평화로운 에이마트,액션,4,70,"오늘도 평화로운 에이마트.
정신없이 바쁜 하루를 잘 보낼 수 있을까?",2,6,http://www.roomsa.co.kr/upload_file/thema/%EC%9B%B9-%ED%8F%AC%EC%8A%A4%ED%84%B0-%EB%B3%80%ED%99%98%EC%9A%A9_%EC%97%90%EC%9D%B4%EB%A7%88%ED%8A%B8.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S17&R_THEMA=Roomsa_R57,2022.4.6,4.1,11,0,0,0
경상,대구,룸즈에이 동성로아카데미점,명부에 점을 찍으라,드라마,4,70,"영화 같은 운명, 운명 같은 영화
이 영화는 27세의 한 천재, 그리고 운명에 관한 이야기입니다.",2,6,http://www.roomsa.co.kr/upload_file/thema/%EC%9B%B9%EC%9A%A9-%ED%8F%AC%EC%8A%A4%ED%84%B0(1).jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S17&R_THEMA=Roomsa_R59,2022.6.14,2.5,8,3,0,0.5
경상,대구,룸즈에이 동성로아카데미점,슬기로운 지구생활,액션,4,70,훔치는 거 아닙니다. 대의를 위해 빌리는 겁니다.,2,6,http://www.roomsa.co.kr/upload_file/thema/%EC%9B%B9%EC%9A%A9-%ED%8F%AC%EC%8A%A4%ED%84%B0.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S17&R_THEMA=Roomsa_R58,2022.6,2.5,3,0,0,0
경상,부산,룸즈에이 부산남포점,안개꽃,감성 로맨스 드라마,4,60,"화가인 그가 내게서 떠나간지 어느덧 한 달, 나는 여전히 그와의 시간 속에 머물러 있다.
그리움과 원망을 가득 안고 골목길을 걷던 어느 날,
밤공기를 들이마시며 한 걸음씩 내딛던 나는 작은 골목길과는 어울리지 않는 전시관을 보게 되었다.
처음 보는 전시관이었지만 어디선가 그의 향기가 흘러나오는 듯 했고,
그 추억 속의 향기에 이끌려 전시회장 안으로 들어서게 되었다.",1,5,http://www.roomsa.co.kr/upload_file/thema/%EC%95%88%EA%B0%9C%EA%BD%83.jpg,http://www.roomsa.co.kr/sub/sub04.asp?R_JIJEM=S5&R_THEMA=Roomsa_R2,2018.7.20,0,1,3.5,0,1
